DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,State,Region,Division,Provider Zip Code,Hospital Referral Region Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
683 - RENAL FAILURE W CC,260047,CAPITAL REGION MEDICAL CENTER,1125 MADISON ST,JEFFERSON CITY,MO,Missouri,Midwest,West North Central,65102,MO - Columbia,36,18435.61,6477.44,5757.77
683 - RENAL FAILURE W CC,260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,Missouri,Midwest,West North Central,64108,MO - Kansas City,45,15811.86,10226.06,9410.31
683 - RENAL FAILURE W CC,260052,MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,WASHINGTON,MO,Missouri,Midwest,West North Central,63090,MO - St. Louis,29,19526.75,5331.79,4413.55
683 - RENAL FAILURE W CC,260057,CAMERON REGIONAL MEDICAL CENTER,1600 E EVERGREEN,CAMERON,MO,Missouri,Midwest,West North Central,64429,MO - Kansas City,17,12777.58,6634.23,5907.41
683 - RENAL FAILURE W CC,260062,ST LUKES NORTHLAND HOSPITAL,5830 N W BARRY ROAD,KANSAS CITY,MO,Missouri,Midwest,West North Central,64154,MO - Kansas City,16,31919.56,6594.06,4804.37
683 - RENAL FAILURE W CC,260064,AUDRAIN MEDICAL CENTER,620 E MONROE,MEXICO,MO,Missouri,Midwest,West North Central,65265,MO - Columbia,14,13047.85,5697.71,5217.14
683 - RENAL FAILURE W CC,260065,ST JOHN'S REGIONAL HEALTH CENTER,1235 E CHEROKEE,SPRINGFIELD,MO,Missouri,Midwest,West North Central,65804,MO - Springfield,96,22217.64,6064.13,4970.42
683 - RENAL FAILURE W CC,260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,Missouri,Midwest,West North Central,65201,MO - Columbia,106,17616.93,5037.79,4390.28
683 - RENAL FAILURE W CC,260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,Missouri,Midwest,West North Central,65270,MO - Columbia,21,28175.28,6748.0,5644.23
683 - RENAL FAILURE W CC,260077,ST ANTHONY'S MEDICAL CENTER,10010 KENNERLY ROAD,SAINT LOUIS,MO,Missouri,Midwest,West North Central,63128,MO - St. Louis,118,16312.0,5312.88,4526.14
683 - RENAL FAILURE W CC,260078,OZARKS MEDICAL CENTER,1100 KENTUCKY AVE,WEST PLAINS,MO,Missouri,Midwest,West North Central,65775,MO - Springfield,13,11816.15,6213.84,5611.69
683 - RENAL FAILURE W CC,260081,SSM ST CLARE HEALTH CENTER,1015 BOWLES,FENTON,MO,Missouri,Midwest,West North Central,63026,MO - St. Louis,61,17456.24,5275.91,4426.95
683 - RENAL FAILURE W CC,260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,Missouri,Midwest,West North Central,64114,MO - Kansas City,80,21216.7,5404.4,4664.73
683 - RENAL FAILURE W CC,260091,SSM ST MARYS HEALTH CENTER,6420 CLAYTON RD,RICHMOND HEIGHT,MO,Missouri,Midwest,West North Central,63117,MO - St. Louis,82,19757.75,7762.57,7048.62
683 - RENAL FAILURE W CC,260094,SKAGGS REGIONAL MEDICAL CENTER,PO BOX 650 BUS HWY 65 & SKAGGS RD,BRANSON,MO,Missouri,Midwest,West North Central,65616,MO - Springfield,60,19252.76,5533.33,4731.05
683 - RENAL FAILURE W CC,260095,"CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC",19600 EAST 39TH STREET,INDEPENDENCE,MO,Missouri,Midwest,West North Central,64057,MO - Kansas City,105,35701.14,6064.17,4786.43
683 - RENAL FAILURE W CC,260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CI,MO,Missouri,Midwest,West North Central,64116,MO - Kansas City,155,20778.14,5487.5,4561.63
683 - RENAL FAILURE W CC,260104,SSM DEPAUL HEALTH CENTER,12303 DEPAUL DRIVE,BRIDGETON,MO,Missouri,Midwest,West North Central,63044,MO - St. Louis,102,21318.32,6121.81,5498.53
683 - RENAL FAILURE W CC,260105,ST LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,SAINT LOUIS,MO,Missouri,Midwest,West North Central,63110,MO - St. Louis,57,26482.56,9595.26,8817.54
683 - RENAL FAILURE W CC,260108,MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,TOWN AND COUNTR,MO,Missouri,Midwest,West North Central,63131,MO - St. Louis,146,18149.14,5746.07,4521.17
683 - RENAL FAILURE W CC,260110,SOUTHEAST MISSOURI HOSPITAL,1701 LACEY ST,CAPE GIRARDEAU,MO,Missouri,Midwest,West North Central,63701,MO - Cape Girardeau,50,25945.5,5957.76,5139.22
683 - RENAL FAILURE W CC,260113,MISSOURI DELTA MEDICAL CENTER,1008 NORTH MAIN ST,SIKESTON,MO,Missouri,Midwest,West North Central,63801,MO - Cape Girardeau,27,27982.96,6731.55,5982.81
683 - RENAL FAILURE W CC,260115,MISSOURI BAPTIST HOSPITAL SULLIVAN,751 SAPPINGTON BRIDGE RD,SULLIVAN,MO,Missouri,Midwest,West North Central,63080,MO - St. Louis,13,11511.23,6168.84,5392.53
683 - RENAL FAILURE W CC,260116,MINERAL AREA REGIONAL MEDICAL CENTER,1212 WEBER RD,FARMINGTON,MO,Missouri,Midwest,West North Central,63640,MO - St. Louis,31,18487.8,5892.54,4885.64
683 - RENAL FAILURE W CC,260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,2620 N WESTWOOD BLVD,POPLAR BLUFF,MO,Missouri,Midwest,West North Central,63901,MO - St. Louis,45,28525.48,6705.93,5414.8
683 - RENAL FAILURE W CC,260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,MO,Missouri,Midwest,West North Central,64804,MO - Joplin,120,21102.97,6285.63,5185.75
683 - RENAL FAILURE W CC,260138,ST LUKES HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,MO,Missouri,Midwest,West North Central,64111,MO - Kansas City,73,36460.1,7349.32,6509.75
683 - RENAL FAILURE W CC,260141,UNIVERSITY OF MISSOURI HEALTH CARE,"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00",COLUMBIA,MO,Missouri,Midwest,West North Central,65201,MO - Columbia,71,24562.23,7576.38,6846.04
683 - RENAL FAILURE W CC,260142,FITZGIBBON MEMORIAL HOSPITAL,2305 S 65 HIGHWAY,MARSHALL,MO,Missouri,Midwest,West North Central,65340,MO - Columbia,13,9094.0,5964.15,5364.46
683 - RENAL FAILURE W CC,260162,BARNES-JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,CREVE COEUR,MO,Missouri,Midwest,West North Central,63141,MO - St. Louis,15,11463.53,5516.53,4539.73
683 - RENAL FAILURE W CC,260163,PARKLAND HEALTH CENTER,1101 W LIBERTY,FARMINGTON,MO,Missouri,Midwest,West North Central,63640,MO - St. Louis,47,10350.72,5497.59,4825.93
683 - RENAL FAILURE W CC,260176,DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,Missouri,Midwest,West North Central,63122,MO - St. Louis,41,35628.68,6128.7,5538.21
683 - RENAL FAILURE W CC,260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,Missouri,Midwest,West North Central,64069,MO - Kansas City,46,17846.6,5792.6,4716.1
683 - RENAL FAILURE W CC,260179,ST LUKES HOSPITAL,232 S WOODS MILL RD,CHESTERFIELD,MO,Missouri,Midwest,West North Central,63017,MO - St. Louis,88,19526.69,5567.1,4809.29
683 - RENAL FAILURE W CC,260180,CHRISTIAN HOSPITAL NORTHEAST,11133 DUNN ROAD,SAINT LOUIS,MO,Missouri,Midwest,West North Central,63136,MO - St. Louis,103,20751.09,5791.41,4904.31
683 - RENAL FAILURE W CC,260183,ST FRANCIS MEDICAL CENTER,211 ST FRANCIS DR,CAPE GIRARDEAU,MO,Missouri,Midwest,West North Central,63703,MO - Cape Girardeau,63,28230.84,5948.96,5211.84
683 - RENAL FAILURE W CC,260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,Missouri,Midwest,West North Central,65065,MO - Columbia,16,26341.56,7735.68,6444.0
683 - RENAL FAILURE W CC,260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,Missouri,Midwest,West North Central,63376,MO - St. Louis,30,15136.93,6173.86,4286.06
683 - RENAL FAILURE W CC,260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,Missouri,Midwest,West North Central,64014,MO - Kansas City,17,34150.23,6410.35,5816.7
683 - RENAL FAILURE W CC,260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,Missouri,Midwest,West North Central,65613,MO - Springfield,19,14674.47,6593.26,6002.52
683 - RENAL FAILURE W CC,260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUI,MO,Missouri,Midwest,West North Central,63367,MO - St. Louis,49,19507.69,5861.51,4547.3
683 - RENAL FAILURE W CC,260210,ST ALEXIUS HOSPITAL,3933 S BROADWAY,SAINT LOUIS,MO,Missouri,Midwest,West North Central,63118,MO - St. Louis,39,20186.07,6207.17,5600.92
683 - RENAL FAILURE W CC,260214,RESEARCH BELTON HOSPITAL,17065 S 71 HIGHWAY,BELTON,MO,Missouri,Midwest,West North Central,64012,MO - Kansas City,37,30410.59,5470.02,4738.35
683 - RENAL FAILURE W CC,260216,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,100 N E SAINT LUKE'S BOULEVARD,LEES SUMMIT,MO,Missouri,Midwest,West North Central,64086,MO - Kansas City,23,32685.73,5626.82,4575.17
683 - RENAL FAILURE W CC,260219,PROGRESS WEST HEALTHCARE CENTER,2 PROGRESS POINT PKWY,O FALLON,MO,Missouri,Midwest,West North Central,63368,MO - St. Louis,20,9217.55,5505.2,4240.75
683 - RENAL FAILURE W CC,270003,ST PETER'S HOSPITAL,2475 BROADWAY,HELENA,MT,Montana,West,Mountain,59601,MT - Billings,27,14490.77,6323.66,5040.81
683 - RENAL FAILURE W CC,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,Montana,West,Mountain,59101,MT - Billings,70,12613.5,6385.34,5293.65
683 - RENAL FAILURE W CC,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,Montana,West,Mountain,59405,MT - Great Falls,63,17060.57,6686.11,5955.0
683 - RENAL FAILURE W CC,270014,ST PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,Montana,West,Mountain,59806,MT - Missoula,48,15166.83,5668.68,4656.79
683 - RENAL FAILURE W CC,270017,ST JAMES HEALTHCARE,400 S CLARK ST,BUTTE,MT,Montana,West,Mountain,59701,MT - Missoula,35,16229.91,7523.91,6755.0
683 - RENAL FAILURE W CC,270023,COMMUNITY MEDICAL CENTER INC,2827 FORT MISSOULA RD,MISSOULA,MT,Montana,West,Mountain,59804,MT - Missoula,11,20103.36,7850.63,5633.81
683 - RENAL FAILURE W CC,270049,ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,Montana,West,Mountain,59107,MT - Billings,49,12816.75,6250.16,5674.57
683 - RENAL FAILURE W CC,270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,KALISPELL,MT,Montana,West,Mountain,59901,MT - Missoula,28,18624.6,6064.21,5379.21
683 - RENAL FAILURE W CC,270057,BOZEMAN DEACONESS HOSPITAL,915 HIGHLAND BLVD,BOZEMAN,MT,Montana,West,Mountain,59715,MT - Billings,14,11014.35,5515.71,4709.42
683 - RENAL FAILURE W CC,280003,BRYANLGH MEDICAL CENTER,1600 SOUTH 48TH ST,LINCOLN,NE,Nebraska,Midwest,West North Central,68506,NE - Lincoln,96,21164.27,6024.89,5060.35
683 - RENAL FAILURE W CC,280009,GOOD SAMARITAN HOSPITAL,"P O BOX 1990, 10 EAST 31ST ST",KEARNEY,NE,Nebraska,Midwest,West North Central,68848,NE - Omaha,30,23232.4,7819.56,6271.4
683 - RENAL FAILURE W CC,280013,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,OMAHA,NE,Nebraska,Midwest,West North Central,68198,NE - Omaha,131,19252.06,7709.87,6819.32
683 - RENAL FAILURE W CC,280020,SAINT ELIZABETH REGIONAL MEDICAL CENTER,555 SOUTH 70TH ST,LINCOLN,NE,Nebraska,Midwest,West North Central,68510,NE - Lincoln,57,22823.22,6317.17,5275.56
683 - RENAL FAILURE W CC,280023,ST FRANCIS MEDICAL CENTER,2620 WEST FAIDLEY AVE,GRAND ISLAND,NE,Nebraska,Midwest,West North Central,68803,NE - Omaha,42,18299.95,5645.42,4782.26
683 - RENAL FAILURE W CC,280030,CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH,601 NORTH 30TH ST,OMAHA,NE,Nebraska,Midwest,West North Central,68131,NE - Omaha,33,43907.54,9283.18,8500.03
683 - RENAL FAILURE W CC,280032,MARY LANNING MEMORIAL HOSPITAL,715 N ST JOSEPH AVE,HASTINGS,NE,Nebraska,Midwest,West North Central,68901,NE - Lincoln,30,11277.36,6000.16,5069.43
683 - RENAL FAILURE W CC,280040,THE NEBRASKA METHODIST HOSPITAL,8303 DODGE ST,OMAHA,NE,Nebraska,Midwest,West North Central,68114,NE - Omaha,72,20265.95,5908.56,4630.93
683 - RENAL FAILURE W CC,280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,7500 MERCY RD,OMAHA,NE,Nebraska,Midwest,West North Central,68124,NE - Omaha,61,25870.22,6004.96,4947.18
683 - RENAL FAILURE W CC,280061,REGIONAL WEST MEDICAL CENTER,4021 AVE B,SCOTTSBLUFF,NE,Nebraska,Midwest,West North Central,69361,CO - Denver,12,17657.5,6967.5,6498.5
683 - RENAL FAILURE W CC,280065,GREAT PLAINS REGIONAL MEDICAL CENTER,601 WEST LEOTA ST,NORTH PLATTE,NE,Nebraska,Midwest,West North Central,69101,NE - Lincoln,21,15708.04,6533.9,5102.42
683 - RENAL FAILURE W CC,280077,FREMONT AREA MEDICAL CENTER,450 EAST 23RD ST,FREMONT,NE,Nebraska,Midwest,West North Central,68025,NE - Omaha,20,18294.4,6196.5,5355.5
683 - RENAL FAILURE W CC,280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER,6901 NORTH 72ND ST,OMAHA,NE,Nebraska,Midwest,West North Central,68122,NE - Omaha,49,23725.55,6816.81,6036.57
683 - RENAL FAILURE W CC,280125,FAITH REGIONAL HEALTH SERVICES,2700 WEST NORFOLK AVE,NORFOLK,NE,Nebraska,Midwest,West North Central,68701,NE - Omaha,15,15236.93,7183.0,6659.0
683 - RENAL FAILURE W CC,280130,ALEGENT HEALTH LAKESIDE HOSPITAL,16901 LAKESIDE HILLS CT,OMAHA,NE,Nebraska,Midwest,West North Central,68130,NE - Omaha,66,23205.68,5688.36,4575.04
683 - RENAL FAILURE W CC,290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,Nevada,West,Mountain,89502,NV - Reno,95,37220.37,7211.65,5847.23
683 - RENAL FAILURE W CC,290003,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,LAS VEGAS,NV,Nevada,West,Mountain,89109,NV - Las Vegas,101,53998.09,7724.71,6572.48
683 - RENAL FAILURE W CC,290005,NORTH VISTA HOSPITAL,1409 EAST LAKE MEAD BLVD,NORTH LAS VEGAS,NV,Nevada,West,Mountain,89030,NV - Las Vegas,31,45853.12,8216.93,7022.96
683 - RENAL FAILURE W CC,290007,UMC OF SOUTHERN NEVADA,1800 W CHARLESTON BLVD,LAS VEGAS,NV,Nevada,West,Mountain,89102,NV - Las Vegas,56,29078.25,9589.12,8671.78
683 - RENAL FAILURE W CC,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,RENO,NV,Nevada,West,Mountain,89503,NV - Reno,41,33758.14,7116.53,5864.43
683 - RENAL FAILURE W CC,290012,SAINT ROSE DOMINICAN HOSPITAL - DE LIMA,102 E LAKE MEAD DR,HENDERSON,NV,Nevada,West,Mountain,89015,NV - Las Vegas,31,40373.38,7593.29,5352.38
683 - RENAL FAILURE W CC,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY,CARSON CITY,NV,Nevada,West,Mountain,89703,NV - Reno,83,27259.32,7603.74,6818.1
683 - RENAL FAILURE W CC,290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,LAS VEGAS,NV,Nevada,West,Mountain,89106,NV - Las Vegas,54,51194.07,8276.12,7159.48
683 - RENAL FAILURE W CC,290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,Nevada,West,Mountain,89119,NV - Las Vegas,58,54071.6,7295.31,5401.82
683 - RENAL FAILURE W CC,290032,NORTHERN NEVADA MEDICAL CENTER,2375 PRATER WAY,SPARKS,NV,Nevada,West,Mountain,89434,NV - Reno,27,34740.51,5743.62,4993.7
683 - RENAL FAILURE W CC,290039,MOUNTAINVIEW HOSPITAL,3100 N TENAYA WAY,LAS VEGAS,NV,Nevada,West,Mountain,89128,NV - Las Vegas,89,59744.59,8171.28,5536.74
683 - RENAL FAILURE W CC,290041,SUMMERLIN HOSPITAL MEDICAL CENTER,657 TOWN CENTER DRIVE,LAS VEGAS,NV,Nevada,West,Mountain,89144,NV - Las Vegas,62,51962.46,7049.22,6019.14
683 - RENAL FAILURE W CC,290045,SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,Nevada,West,Mountain,89052,NV - Las Vegas,60,44038.61,7512.88,5392.35
683 - RENAL FAILURE W CC,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,Nevada,West,Mountain,89118,NV - Las Vegas,36,56304.47,7518.44,6370.72
683 - RENAL FAILURE W CC,290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET,LAS VEGAS,NV,Nevada,West,Mountain,89148,NV - Las Vegas,39,55853.41,6985.28,6206.71
683 - RENAL FAILURE W CC,290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,RENO,NV,Nevada,West,Mountain,89521,NV - Reno,21,28041.23,6021.57,4848.42
683 - RENAL FAILURE W CC,290053,SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,LAS VEGAS,NV,Nevada,West,Mountain,89113,NV - Las Vegas,37,38203.64,7162.89,5366.27
683 - RENAL FAILURE W CC,290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,Nevada,West,Mountain,89149,NV - Las Vegas,37,40445.18,6179.43,5538.67
683 - RENAL FAILURE W CC,300001,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,New Hampshire,Northeast,New England,3301,NH - Manchester,66,20089.87,6536.66,5785.87
683 - RENAL FAILURE W CC,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,New Hampshire,Northeast,New England,3756,NH - Lebanon,77,23602.54,9774.14,9031.81
683 - RENAL FAILURE W CC,300005,LAKES REGION GENERAL HOSPITAL,80 HIGHLAND ST,LACONIA,NH,New Hampshire,Northeast,New England,3246,NH - Manchester,16,21682.93,6933.31,6013.62
683 - RENAL FAILURE W CC,300011,ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA,NH,New Hampshire,Northeast,New England,3060,NH - Manchester,34,16662.32,6783.23,5332.7
683 - RENAL FAILURE W CC,300012,ELLIOT HOSPITAL,1 ELLIOT WAY,MANCHESTER,NH,New Hampshire,Northeast,New England,3103,NH - Manchester,60,14563.65,6104.56,5297.56
683 - RENAL FAILURE W CC,300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,NH,New Hampshire,Northeast,New England,3867,ME - Portland,17,16070.47,6472.0,5610.11
683 - RENAL FAILURE W CC,300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE,DERRY,NH,New Hampshire,Northeast,New England,3038,NH - Manchester,35,17312.68,5939.28,5231.4
683 - RENAL FAILURE W CC,300018,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,DOVER,NH,New Hampshire,Northeast,New England,3820,ME - Portland,47,15534.91,6030.57,5337.55
683 - RENAL FAILURE W CC,300019,CHESHIRE MEDICAL CENTER,580 COURT STREET,KEENE,NH,New Hampshire,Northeast,New England,3431,NH - Lebanon,41,14357.0,7423.9,6565.02
683 - RENAL FAILURE W CC,300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,New Hampshire,Northeast,New England,3060,NH - Manchester,36,13598.86,6607.16,5561.86
683 - RENAL FAILURE W CC,300023,EXETER HOSPITAL INC,5 ALUMNI DRIVE,EXETER,NH,New Hampshire,Northeast,New England,3833,NH - Manchester,50,19982.3,6734.18,5879.3
683 - RENAL FAILURE W CC,300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH,NH,New Hampshire,Northeast,New England,3801,NH - Manchester,40,20785.47,5896.45,4896.3
683 - RENAL FAILURE W CC,300034,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,MANCHESTER,NH,New Hampshire,Northeast,New England,3102,NH - Manchester,52,17956.88,6070.53,4803.94
683 - RENAL FAILURE W CC,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,New Jersey,Northeast,Middle Atlantic,7601,NJ - Hackensack,194,61503.45,8371.34,7617.01
683 - RENAL FAILURE W CC,310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,New Jersey,Northeast,Middle Atlantic,7112,NJ - Newark,75,72930.64,12139.56,11303.12
683 - RENAL FAILURE W CC,310003,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S,7600 RIVER RD,NORTH BERGEN,NJ,New Jersey,Northeast,Middle Atlantic,7047,NJ - Hackensack,82,58740.46,8702.57,7892.39
683 - RENAL FAILURE W CC,310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,New Jersey,Northeast,Middle Atlantic,8822,PA - Philadelphia,33,21960.18,6875.09,5903.93
683 - RENAL FAILURE W CC,310006,"ST MARY'S HOSPITAL, PASSAIC",350 BOULEVARD,PASSAIC,NJ,New Jersey,Northeast,Middle Atlantic,7055,NJ - Hackensack,47,45559.89,7967.34,7147.87
683 - RENAL FAILURE W CC,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,New Jersey,Northeast,Middle Atlantic,7666,NJ - Hackensack,71,37955.61,7369.81,6542.11
683 - RENAL FAILURE W CC,310009,CLARA MAASS MEDICAL CENTER,ONE CLARA MAAS DRIVE,BELLEVILLE,NJ,New Jersey,Northeast,Middle Atlantic,7109,NJ - Newark,123,51049.91,7579.81,6855.26
683 - RENAL FAILURE W CC,310010,UNIVERSITY MEDICAL CENTER AT PRINCETON,253 WITHERSPOON ST,PRINCETON,NJ,New Jersey,Northeast,Middle Atlantic,8540,NJ - New Brunswick,84,36967.03,7293.03,6400.25
683 - RENAL FAILURE W CC,310011,CAPE REGIONAL MEDICAL CENTER INC,TWO STONE HARBOR BLVD,CAPE MAY COURT,NJ,New Jersey,Northeast,Middle Atlantic,8210,NJ - Camden,117,21787.96,6465.03,5409.3
683 - RENAL FAILURE W CC,310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,RIDGEWOOD,NJ,New Jersey,Northeast,Middle Atlantic,7450,NJ - Ridgewood,125,39473.72,6992.81,6419.85
683 - RENAL FAILURE W CC,310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,CAMDEN,NJ,New Jersey,Northeast,Middle Atlantic,8103,NJ - Camden,63,52287.01,10130.0,9395.33
683 - RENAL FAILURE W CC,310015,MORRISTOWN MEMORIAL HOSPITAL,100 MADISON AVE,MORRISTOWN,NJ,New Jersey,Northeast,Middle Atlantic,7962,NJ - Morristown,107,40120.2,8093.25,7384.27
683 - RENAL FAILURE W CC,310016,CHRIST HOSPITAL,176 PALISADE AVE,JERSEY CITY,NJ,New Jersey,Northeast,Middle Atlantic,7306,NJ - Newark,27,82433.25,8958.92,8291.66
683 - RENAL FAILURE W CC,310017,CHILTON HOSPITAL,97 WEST PARKWAY,POMPTON PLAINS,NJ,New Jersey,Northeast,Middle Atlantic,7444,NJ - Paterson,59,41570.69,6758.15,6109.61
683 - RENAL FAILURE W CC,310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,703 MAIN ST,PATERSON,NJ,New Jersey,Northeast,Middle Atlantic,7503,NJ - Paterson,107,56524.96,9597.61,8916.23
683 - RENAL FAILURE W CC,310021,ST FRANCIS MEDICAL CENTER,601 HAMILTON AVE,TRENTON,NJ,New Jersey,Northeast,Middle Atlantic,8629,PA - Philadelphia,19,106535.36,8954.05,8366.68
683 - RENAL FAILURE W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,New Jersey,Northeast,Middle Atlantic,8009,NJ - Camden,210,54043.41,6889.65,5785.37
683 - RENAL FAILURE W CC,310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,RAHWAY,NJ,New Jersey,Northeast,Middle Atlantic,7065,NJ - Newark,78,73579.6,6366.26,5562.1
683 - RENAL FAILURE W CC,310025,BAYONNE HOSPITAL CENTER,29 EAST 29TH ST,BAYONNE,NJ,New Jersey,Northeast,Middle Atlantic,7002,NJ - Newark,42,108076.73,7002.61,6439.66
683 - RENAL FAILURE W CC,310027,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET,ELIZABETH,NJ,New Jersey,Northeast,Middle Atlantic,7207,NJ - Newark,67,58905.01,8906.55,8285.23
683 - RENAL FAILURE W CC,310028,NEWTON MEMORIAL HOSPITAL,175 HIGH ST,NEWTON,NJ,New Jersey,Northeast,Middle Atlantic,7860,NJ - Morristown,55,75252.47,7833.47,7112.05
683 - RENAL FAILURE W CC,310029,OUR LADY OF LOURDES MEDICAL CENTER,1600 HADDON AVENUE,CAMDEN,NJ,New Jersey,Northeast,Middle Atlantic,8103,NJ - Camden,79,57119.22,7919.29,7218.4
683 - RENAL FAILURE W CC,310032,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,1505 W SHERMAN AVE,VINELAND,NJ,New Jersey,Northeast,Middle Atlantic,8360,NJ - Camden,84,57144.96,7166.59,6386.85
683 - RENAL FAILURE W CC,310034,RIVERVIEW MEDICAL CENTER,ONE RIVERVIEW PLAZA,RED BANK,NJ,New Jersey,Northeast,Middle Atlantic,7701,NJ - Camden,71,54890.53,6109.0,5357.64
683 - RENAL FAILURE W CC,310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,ONE ROBERT WOOD JOHNSON PL,NEW BRUNSWICK,NJ,New Jersey,Northeast,Middle Atlantic,8901,NJ - New Brunswick,127,68206.07,9390.75,8736.7
683 - RENAL FAILURE W CC,310039,RARITAN BAY MEDICAL CENTER,530 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,New Jersey,Northeast,Middle Atlantic,8861,NJ - New Brunswick,104,61726.44,8368.81,7647.73
