row_id,order_priority,discount,unit_price,shipping_cost,customer_id,ship_mode,customer_segment,product_category,product_subcategory,product_container,product_base_margin,state_or_province,order_date,profit,quantity_ordered_new,sales,order_id
21390,Not Specified,0.08,9.68,2.03,2968,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,0.37,Florida,2023-06-22,-536.242,1,10.94,86085
21391,Not Specified,0.04,150.98,16.01,2968,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,0.7,Florida,2023-06-22,-125.86,5,731.38,86085
21392,Not Specified,0.02,200.98,55.96,375,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,0.75,Tennessee,2023-07-12,-224.9478,11,2331.9,90917
21393,Not Specified,0.02,4.28,5.17,375,Regular Air,Small Business,Office Supplies,Paper,Small Box,0.4,Tennessee,2023-07-12,196.8,6,27.47,90917
21399,Critical,0,40.48,19.99,2720,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,0.77,Georgia,2023-10-14,-25.634,6,264.95,88766
21401,Low,0.05,1.86,2.58,210,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,0.82,New York,2023-05-17,-66.62,9,17.61,85965
21402,Not Specified,0.08,65.99,5.92,1026,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,0.58,New York,2023-06-07,624.40164,22,1137.6,89005
21406,Not Specified,0.03,200.97,15.59,3197,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,0.36,Illinois,2023-06-02,1538.7828,11,2230.12,90850
21411,Critical,0.07,279.48,35,688,Regular Air,Small Business,Office Supplies,Storage & Organization,Large Box,0.8,Missouri,2023-09-13,-207.28,10,2716.09,88503
21422,Low,0.08,230.98,23.78,2729,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,0.6,Washington,2023-07-04,501.69,4,924.8,88114
21429,High,0.08,6.48,8.4,3338,Regular Air,Consumer,Office Supplies,Paper,Small Box,0.37,Florida,2023-09-04,58.812,7,45,85979
21430,Not Specified,0,20.89,1.99,1341,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,0.48,Pennsylvania,2023-10-04,-5.295,4,84.56,91245
21431,Not Specified,0.07,3.98,0.83,1341,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,0.51,Pennsylvania,2023-10-04,41.07,19,70.71,91245
21436,High,0.08,150.98,13.99,3154,Express Air,Corporate,Technology,Office Machines,Medium Box,0.38,Florida,2023-05-26,-3.948,8,1183.82,86899
21437,High,0.03,25.98,14.36,3155,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,0.6,Florida,2023-05-26,57.546,4,107.66,86899
21438,High,0.1,32.48,35,3155,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,0.81,Florida,2023-05-26,-333.4254,10,318.83,86899
21455,Low,0.09,50.98,6.5,1527,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,0.73,Alabama,2023-09-18,70.176,28,1395.41,86815
21458,Critical,0.01,60.97,4.5,3269,Express Air,Corporate,Office Supplies,Appliances,Small Box,0.56,New Jersey,2023-05-28,527.8776,12,765.04,89836
21459,Critical,0,122.99,70.2,3266,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,0.74,Maine,2023-05-28,-1764.29,14,1794.88,89836
21462,Not Specified,0,999.99,13.99,2391,Regular Air,Corporate,Technology,Office Machines,Medium Box,0.36,New York,2023-10-02,-1455.9972,1,1009.99,91123
21463,Not Specified,0.05,6.48,5.14,2391,Express Air,Corporate,Office Supplies,Paper,Small Box,0.37,New York,2023-10-02,-22.56,13,92.16,91123
21475,High,0,6.48,5.19,3045,Regular Air,Small Business,Office Supplies,Paper,Small Box,0.37,Kansas,2023-10-04,-14.075,12,84.04,86104
21485,Medium,0.01,73.98,12.14,3350,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,0.67,Washington,2023-05-23,-29.0656,5,384.22,91296
21490,Not Specified,0.05,8.85,5.6,2433,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,0.36,Oklahoma,2023-10-08,-7.3416,5,47.4,89095
21491,Low,0.03,35.41,1.99,1670,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,0.43,Virginia,2023-08-22,1912.422,10,367.52,86722
21492,Low,0,142.86,19.99,1670,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,0.56,Virginia,2023-08-22,-739.326,11,1576.35,86722
21499,Low,0.01,10.14,2.27,3000,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,0.36,Michigan,2023-05-26,28.152,4,40.8,87042
21511,Medium,0.06,146.34,43.75,2355,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,0.65,California,2023-10-14,-89.27,12,1721.24,91306
21514,High,0.1,209.37,69,2892,Regular Air,Consumer,Furniture,Tables,Large Box,0.79,Michigan,2023-06-23,-165.5949204,11,2125.12,90011
21515,High,0.07,4.98,4.7,2893,Regular Air,Consumer,Office Supplies,Paper,Small Box,0.38,Michigan,2023-06-23,-21.684,9,45.05,90011
21517,Not Specified,0.03,1270.99,19.99,524,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,0.35,Tennessee,2023-05-20,363.552,2,2589.01,91127
21518,Not Specified,0.07,2036.48,14.7,524,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,0.55,Tennessee,2023-05-20,-11.536,1,1893.93,91127
21522,Not Specified,0.04,35.99,3.3,1183,Regular Air,Home Office,Technology,Telephones and Communication,Small Pack,0.39,Utah,2023-10-27,184.1955,9,266.95,86914
21529,Medium,0,4.91,0.5,2286,Regular Air,Corporate,Office Supplies,Labels,Small Box,0.36,South Carolina,2023-06-04,99.198,12,61.87,90145
21530,Medium,0.01,7.28,11.15,2286,Regular Air,Corporate,Office Supplies,Paper,Small Box,0.37,South Carolina,2023-06-04,136.0314,6,48.88,90145
21531,Medium,0.1,6.68,6.93,2286,Regular Air,Corporate,Office Supplies,Paper,Small Box,0.37,South Carolina,2023-06-04,-100.072,3,21.56,90145
21554,Low,0.07,35.44,7.5,3179,Regular Air,Corporate,Office Supplies,Paper,Small Box,0.38,Minnesota,2023-10-10,262.2,11,380,86989
21563,High,0.02,259.71,66.67,1927,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,0.65,South Carolina,2023-06-06,-14.448,8,1757.15,88579
21567,Low,0.08,30.56,2.99,3287,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,0.35,California,2023-09-22,352.8798,17,511.42,89897
21570,High,0.03,4.98,0.8,406,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,0.36,New Jersey,2023-09-18,50.2044,15,72.76,87804
21573,Critical,0.06,6.48,7.49,2014,Regular Air,Home Office,Office Supplies,Paper,Small Box,0.37,Iowa,2023-08-02,-191.49,12,74.93,88368
21579,Not Specified,0.06,64.65,35,1117,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,0.8,Arizona,2023-06-05,-139.2872,4,277.6,86768
21580,Critical,0.06,4.98,4.95,2699,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.37,Arizona,2023-09-19,-103.224,16,78.99,87677
21582,Low,0.07,5.98,5.79,2369,Regular Air,Consumer,Office Supplies,Paper,Small Box,0.36,Florida,2023-05-13,-41.9727,13,77.42,90408
21587,Not Specified,0.01,47.98,3.61,2787,Express Air,Consumer,Technology,Computer Peripherals,Small Pack,0.71,Louisiana,2023-07-10,-44.436,8,393.98,91316
21588,Medium,0.09,5.98,4.69,3331,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,0.68,Florida,2023-05-05,-781.1342,11,65.85,86283
21596,High,0.02,4.89,4.93,1533,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,0.66,Missouri,2023-06-06,-56.446,14,74.01,91328
21597,High,0.07,10.06,2.06,1533,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,0.39,Missouri,2023-06-06,33.189,5,48.1,91328
21609,Medium,0.01,3.95,5.13,679,Regular Air,Corporate,Office Supplies,Appliances,Small Box,0.59,Washington,2023-07-02,-19.93,2,10.11,88890
21610,Medium,0.02,367.99,19.99,679,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.4,Washington,2023-07-02,4568.6073,17,6621.17,88890
21612,Medium,0.04,95.99,4.9,680,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,0.56,Washington,2023-07-02,-258.225,3,253.78,88890
21620,Medium,0.01,45.99,4.99,3279,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,0.56,South Carolina,2023-07-12,24.018,3,125.19,90767
21627,High,0.1,218.75,69.64,2346,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,0.77,Kentucky,2023-09-17,62.298,17,2805.18,89505
21629,Medium,0.02,29.74,6.64,2764,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,0.7,New Jersey,2023-08-20,-21.06,4,120.81,90724
21630,Medium,0.08,22.01,5.53,2760,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,0.59,Connecticut,2023-08-20,105.7,11,241.97,90724
21632,Critical,0.1,9.85,4.82,2059,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,0.47,North Carolina,2023-07-25,374.904,12,114.91,88041
21633,Critical,0.04,125.99,7.69,2059,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,0.58,North Carolina,2023-07-25,-528.836,9,934.52,88041
21638,High,0.09,77.51,4,1957,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,0.76,Missouri,2023-08-05,-387.1044,1,77.47,89818
21655,Low,0.03,11.66,7.95,1712,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,0.58,Georgia,2023-08-09,-31.094,22,267.32,87749
21662,Critical,0.04,39.48,1.99,594,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,0.54,Indiana,2023-10-17,484.8492,18,702.68,86311
21663,Critical,0.04,3.7,1.61,594,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,0.44,Indiana,2023-10-17,18,18,67.24,86311
21682,Critical,0.08,3.69,0.5,1502,Regular Air,Small Business,Office Supplies,Labels,Small Box,0.38,Florida,2023-09-04,-3.6547,38,129.43,89193
21685,Low,0.02,48.04,5.79,1962,Regular Air,Home Office,Office Supplies,Paper,Small Box,0.37,Michigan,2023-08-16,604.0191,18,875.39,88857
21686,Low,0.04,6.68,4.91,1962,Regular Air,Home Office,Office Supplies,Paper,Small Box,0.37,Michigan,2023-08-16,-11.6316,1,8.24,88857
21690,Low,0.01,29.89,1.99,2715,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,0.5,Michigan,2023-05-12,-74.64,1,31.96,88702
21692,Not Specified,0.05,20.99,3.3,1979,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,0.81,Colorado,2023-09-02,21.8834,4,72.75,87757
21697,Low,0.06,38.06,4.5,2089,Regular Air,Corporate,Office Supplies,Appliances,Small Box,0.56,New York,2023-10-28,450.4596,17,652.84,88348
21698,Low,0.08,599.99,24.49,2089,Regular Air,Corporate,Technology,Copiers and Fax,Large Box,0.37,New York,2023-10-28,8798.1831,22,12750.99,88348
21699,Low,0.1,3.98,2.97,2089,Express Air,Corporate,Office Supplies,Paper,Wrap Bag,0.35,New York,2023-10-28,-5.385,5,20.54,88348
21707,Critical,0.01,35.99,5.99,2779,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,0.38,North Carolina,2023-10-09,-60.704,11,345.07,87161
21710,High,0.03,420.98,19.99,1471,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,0.35,Ohio,2023-07-19,3043.0311,10,4410.19,87077
21718,Medium,0.02,419.19,19.99,627,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,0.58,Ohio,2023-08-19,6610.2,22,9580,90469
21719,Critical,0.08,5.4,7.78,3133,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.37,Illinois,2023-07-02,-44.068,4,25.35,86792
21720,Critical,0.09,8.46,8.99,3133,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,0.79,Illinois,2023-07-02,-100.51,5,45.03,86792
21721,Critical,0.21,14.98,8.99,3133,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,0.39,Illinois,2023-07-02,-17.75,10,153.87,86792
21722,Critical,0.04,155.99,8.08,3133,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,0.6,Illinois,2023-07-02,1374.948,22,2800.33,86792
21723,Medium,0.1,1.6,1.29,1989,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,0.42,Utah,2023-08-28,-14.9904,11,16.88,90003
21724,High,0.1,599.99,24.49,2418,Regular Air,Consumer,Technology,Copiers and Fax,Large Box,0.5,Virginia,2023-05-10,-343.126,11,6355.69,86753
21725,High,0.06,2.78,1.25,2418,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,0.59,Virginia,2023-05-10,66.36,10,28.09,86753
21734,High,0.01,99.23,8.99,3151,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,0.35,California,2023-07-27,-87.46,1,99.22,88548
21739,Critical,0.09,999.99,13.99,421,Regular Air,Small Business,Technology,Office Machines,Medium Box,0.36,New Jersey,2023-06-06,-2531.4825,1,919.09,87700
21746,Not Specified,0.09,77.51,4,1814,Express Air,Home Office,Technology,Computer Peripherals,Small Box,0.76,Mississippi,2023-09-20,-986.524,17,1300.54,90524
21747,Not Specified,0,2.88,0.7,1814,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,0.56,Mississippi,2023-09-20,-141.666,13,38.06,90524
21760,Not Specified,0.02,25.38,8.99,648,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,0.5,Illinois,2023-10-19,-10.36,1,34.11,91365
21761,High,0.08,30.93,3.92,2426,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,0.44,Texas,2023-07-13,63.0591,3,91.39,90859
21762,Low,0.05,424.21,110.2,1949,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,0.67,Montana,2023-06-01,-213.4028,12,4935.22,90415
21767,High,0.01,65.99,8.99,152,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,0.6,Tennessee,2023-07-27,97.86,5,292.23,89524
21768,Low,0.05,4.84,0.71,2874,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,0.52,Nebraska,2023-08-04,13.4481,4,19.49,89873
21771,Critical,0.02,73.98,14.52,1261,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,0.65,Colorado,2023-09-04,43.538,5,378.23,89730
21772,Critical,0,7.28,1.77,2359,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,0.37,Florida,2023-06-05,167.16,7,53.42,88265
21776,Critical,0.06,9.48,7.29,11,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,0.45,New Jersey,2023-06-15,-53.8096,22,211.15,90192
21791,Low,0.05,80.98,35,1316,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,0.81,Colorado,2023-05-05,-746.44,8,637.76,87603
21792,Low,0.05,279.48,35,1316,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,0.8,Colorado,2023-05-05,-274.95,8,2156.06,87603
21806,High,0.06,99.99,19.99,1484,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,0.52,Illinois,2023-07-09,-127.56,3,290.24,91235
21807,High,0,193.17,19.99,1484,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,0.71,Illinois,2023-07-09,282.18,5,971.4,91235
21808,High,0.08,20.99,3.3,1484,Express Air,Home Office,Technology,Telephones and Communication,Small Pack,0.81,Illinois,2023-07-09,-96.338,11,193.51,91235
21834,Low,0.05,55.5,52.2,2157,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,0.72,Michigan,2023-07-14,-118.54,4,253.87,90385
21835,Low,0.05,442.14,14.7,2157,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,0.56,Michigan,2023-07-14,2963.48,14,5880.46,90385
21847,Not Specified,0.05,328.14,91.05,1103,Delivery Truck,Home Office,Office Supplies,Appliances,Jumbo Drum,0.57,Nebraska,2023-08-08,772.04,7,2291.39,90977
21848,Not Specified,0.08,128.24,12.65,1267,Regular Air,Corporate,Furniture,Chairs & Chairmats,Medium Box,,Florida,2023-09-09,-379.344,3,366.44,89515
21849,Not Specified,0.04,5.98,4.38,1267,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,0.75,Florida,2023-09-09,-1522.304,11,69.75,89515
21852,Medium,0,25.38,8.99,3257,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,0.5,Washington,2023-09-10,470.338,26,700.41,88826
21855,Not Specified,0.04,90.48,19.99,2847,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,0.4,Tennessee,2023-08-07,55.5552,3,268.64,85928
21856,Not Specified,0.02,9.77,6.02,2847,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,0.48,Tennessee,2023-08-07,-535.332,9,87.68,85928
21857,Not Specified,0.09,34.99,7.73,2847,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Box,0.59,Tennessee,2023-08-07,-208.7204,1,37.62,85928
21863,Critical,0.1,6.74,1.72,2718,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,0.35,Illinois,2023-06-29,65.41,15,98.17,89394
21901,Medium,0.1,40.98,6.5,2069,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,0.74,Kentucky,2023-05-12,66.852,3,120.34,88554
21902,High,0.09,150.98,66.27,2131,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,0.65,Missouri,2023-05-03,-407.85,2,302.34,90079
21918,Medium,0.05,30.98,9.18,2509,Regular Air,Home Office,Office Supplies,Paper,Small Box,0.4,Maine,2023-09-02,308.67,15,462.57,87029
21928,Critical,0.1,9.11,2.15,1602,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,0.4,Maryland,2023-08-08,-3.9312,2,17.42,89680
21937,High,0.06,6.68,6.93,2257,Regular Air,Corporate,Office Supplies,Paper,Small Box,0.37,North Carolina,2023-10-10,7.6245,14,91.92,87965
21942,Low,0.09,5.84,0.83,820,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,0.49,Washington,2023-09-18,-2.87,1,5.9,90244
21945,Low,0.02,15.99,13.18,1442,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.37,Missouri,2023-05-30,-76.9925,7,123.03,89077
21946,Low,0.09,46.94,6.77,1442,Express Air,Corporate,Furniture,Office Furnishings,Small Box,0.44,Missouri,2023-05-30,297.9696,10,431.84,89077
21947,Critical,0.08,46.89,5.1,1648,Regular Air,Corporate,Office Supplies,Appliances,Medium Box,0.46,Illinois,2023-07-23,507.633,17,735.7,91043
21948,Critical,0.05,12.98,3.14,1648,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.6,Illinois,2023-07-23,38.23,18,225.59,91043
21949,Not Specified,0.02,70.98,46.74,738,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,0.56,New Jersey,2023-10-13,-178.216,4,313.63,90361
21950,Not Specified,0.06,350.98,30,736,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,0.61,New Hampshire,2023-10-13,797.856,6,2016.32,90361
21951,Not Specified,0.04,27.48,4,741,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,0.75,New Jersey,2023-10-13,-26.656,15,397.17,90361
21955,Critical,0.01,80.98,35,1438,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,0.83,Ohio,2023-05-22,-409.3736,3,267.83,90120
21958,High,0.01,20.98,53.03,508,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,0.78,Kentucky,2023-06-23,-282.0818,5,123,87356
21959,Critical,0.07,125.99,2.5,1035,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,0.6,Ohio,2023-07-11,-604.406,1,100.59,90710
21960,Critical,0.03,99.99,19.99,1036,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,0.52,Ohio,2023-07-11,293.66,6,598.38,90710
21961,High,0.06,10.97,6.5,3176,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,0.64,Florida,2023-09-01,65.598,19,215.25,90820
21964,Low,0.05,30.42,8.65,2132,Express Air,Home Office,Technology,Computer Peripherals,Small Box,0.74,Missouri,2023-05-10,-191.2576,11,334.44,90078
21966,Critical,0.02,280.98,57,568,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,0.78,Mississippi,2023-07-02,1141.794,4,1128.74,88879
21970,Low,0.1,15.98,4,920,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,0.37,California,2023-07-25,92.7222,9,134.38,90491
21975,High,0.07,30.93,3.92,2157,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,0.44,Michigan,2023-08-31,398.3025,19,577.25,90386
21976,High,0.05,297.48,18.06,2157,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,0.6,Michigan,2023-08-31,709.852,14,4075.18,90386
21977,High,0.07,296.18,54.12,2157,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,0.76,Michigan,2023-08-31,80.8092,6,1798.23,90386
21979,Low,0.03,13.48,4.51,2704,Express Air,Consumer,Office Supplies,Storage & Organization,Small Box,0.59,Florida,2023-08-28,-256.018,4,59.49,91408
21981,Critical,0.01,194.3,11.54,2630,Regular Air,Small Business,Furniture,Office Furnishings,Large Box,0.59,Oklahoma,2023-05-05,690.1794,5,1000.26,85914
21982,Critical,0.02,209.84,21.21,2630,Regular Air,Small Business,Furniture,Office Furnishings,Large Box,0.59,Oklahoma,2023-05-05,1507.6431,10,2184.99,85914
21983,Critical,0,145.45,17.85,2630,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,0.56,Oklahoma,2023-05-05,801.7468,8,1191.2,85914
21988,Medium,0.01,1.76,0.7,2372,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,0.56,Minnesota,2023-07-13,-1.56,4,7.2,90714
21992,High,0.08,415.88,11.37,573,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,0.57,Illinois,2023-06-26,-269.0844,1,405.57,86556
22007,Critical,0.03,223.98,15.01,1671,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,0.38,Virginia,2023-09-09,0.696,21,4881.84,86725
22015,Critical,0.09,154.13,69,605,Express Air,Corporate,Furniture,Tables,Large Box,0.68,New York,2023-07-12,-1763.7477,10,1494.63,91144
22015,Critical,0.05,159.99,5.5,3155,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,0.49,Florida,2023-08-17,12.264,23,3600.65,86902
22018,High,0.06,40.99,17.48,2038,Regular Air,Small Business,Office Supplies,Paper,Small Box,0.36,New York,2023-08-19,109.16,7,277.12,89334
22028,High,0.02,71.37,69,2486,Regular Air,Small Business,Furniture,Tables,Large Box,0.68,Georgia,2023-06-06,-439.908,4,237.62,91414
22029,High,0.03,205.99,8.99,2486,Express Air,Small Business,Technology,Telephones and Communication,Small Box,0.6,Georgia,2023-06-06,1087.716,1,176.42,91414
22044,Low,0.06,3.34,7.49,234,Express Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,0.54,Iowa,2023-08-26,-175.86,8,27.45,90239
22052,Medium,0.02,4.06,6.89,1127,Regular Air,Consumer,Office Supplies,Appliances,Small Box,0.6,Texas,2023-06-24,-93.7352,16,66.81,87221
22064,Critical,0.01,5.58,5.3,3017,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,0.35,California,2023-05-09,-7.25,1,11.16,89071
22065,Critical,0.03,3.98,0.7,3017,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,0.52,California,2023-05-09,31.2018,11,45.22,89071
22086,Critical,0.06,1.68,1,3177,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,0.35,Florida,2023-07-29,-1319.5,5,8.65,90819
22095,Low,0.09,2.16,6.05,2781,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,0.37,Oregon,2023-05-31,-37.789,2,5.48,87162
22096,Low,0.03,808.49,55.3,2781,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,0.4,Oregon,2023-05-31,7576.11,11,8201.33,87162
22097,Low,0,6.48,8.19,2781,Regular Air,Consumer,Office Supplies,Paper,Small Box,0.37,Oregon,2023-05-31,-43.26,3,22.67,87162
22105,Not Specified,0.04,7.08,2.35,2430,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,0.47,Texas,2023-08-08,24.59,7,49.1,91109
22117,Critical,0.07,3502.14,8.73,53,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,0.57,Washington,2023-05-28,-6923.5992,1,3267.55,88425
22119,High,0.09,270.97,28.06,1136,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,0.56,Illinois,2023-05-02,2660.1432,15,3855.28,87940
22125,Low,0.1,238.4,24.49,1281,Regular Air,Small Business,Furniture,Chairs & Chairmats,Large Box,,Indiana,2023-05-24,875.2844,8,1774.5,89112
22126,Low,0.03,199.99,24.49,1281,Express Air,Small Business,Technology,Copiers and Fax,Large Box,0.46,Indiana,2023-05-24,727.7361,5,1054.69,89112
22127,Low,0.1,11.58,6.97,1580,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,0.35,Maine,2023-06-16,-8.398,1,14.53,90934
22131,High,0.05,52.4,16.11,1200,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,0.39,New Jersey,2023-06-25,776.7744,21,1125.76,87585
22132,High,0.1,15.14,4.53,1199,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,0.81,New Hampshire,2023-06-25,-24.8976,5,75.17,87585
22133,High,0.05,36.55,13.89,1202,Express Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,0.41,New Jersey,2023-06-25,344.544,21,746.03,87585
22136,Not Specified,0.09,12.28,4.86,202,Regular Air,Corporate,Office Supplies,Paper,Small Box,0.38,Oklahoma,2023-08-25,1.73,3,34.65,88971
22145,Critical,0.04,120.97,7.11,2030,Regular Air,Corporate,Technology,Office Machines,Medium Box,0.36,Texas,2023-07-15,1320.5496,16,1913.84,91059
22146,Critical,0,195.99,4.2,2030,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,0.6,Texas,2023-07-15,1585.503,16,2692.12,91059
22175,Critical,0.01,7.98,6.5,2963,Regular Air,Consumer,Office Supplies,Storage & Organization,Medium Box,0.59,Maryland,2023-10-20,-34.592,4,34.91,88612
22176,High,0.09,17.98,8.51,526,Regular Air,Home Office,Technology,Office Machines,Medium Box,0.4,Arizona,2023-09-22,-6.612,12,211.13,90026
22180,Not Specified,0.09,15.28,10.91,275,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.36,Connecticut,2023-05-24,-51.75,4,61.52,89292
22190,Medium,0,6783.02,24.49,1185,Regular Air,Consumer,Technology,Office Machines,Large Box,0.39,Alabama,2023-07-19,4.11,3,20552.55,85938
22196,Critical,0.06,17.98,4,618,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,0.79,Colorado,2023-07-22,-78.13,4,70.06,88197
22201,Critical,0.08,178.47,19.99,3036,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,0.55,North Dakota,2023-07-11,2267.22,22,3802.01,89130
22204,Not Specified,0.09,5.98,1.67,2549,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,0.51,Ohio,2023-10-02,35.805,20,110.68,88658
